Target_name	Target_accession	Query_name	Query_accession	Full_seq_evalue	Full_seq_score	Full_seq_bias	Best_1_dom_evalue	Best_1_dom_score	Best_1_dom_bias	exp	reg	clu	ov	env	dom	rep	inc	Description_of_target
TPR_8	PF13181.8	4hor_A	-	2.2e-18	64.9	25.2	0.00026	21.0	0.2	8.2	8	0	0	8	8	3	3	"Tetratricopeptide repeat"
TPR_12	PF13424.8	4hor_A	-	8.3e-18	64.5	18.8	1.8e-07	31.4	1.5	6.1	4	2	1	6	6	1	1	"Tetratricopeptide repeat"
TPR_14	PF13428.8	4hor_A	-	7.5e-17	60.6	5.1	0.013	16.3	0.1	7.0	7	0	0	7	7	0	0	"Tetratricopeptide repeat"
TPR_19	PF14559.8	4hor_A	-	8.1e-16	58.3	12.8	0.0071	16.9	0.0	7.0	6	1	1	7	7	0	0	"Tetratricopeptide repeat"
TPR_17	PF13431.8	4hor_A	-	2.9e-13	49.3	13.5	0.9	10.1	0.0	8.7	8	0	0	8	8	0	0	"Tetratricopeptide repeat"
TPR_11	PF13414.8	4hor_A	-	8.8e-13	47.8	24.5	0.004	16.9	0.0	8.2	8	2	1	9	9	0	0	"TPR repeat"
TPR_7	PF13176.8	4hor_A	-	1.7e-11	43.4	11.9	0.027	14.6	0.1	6.2	6	0	0	6	6	1	1	"Tetratricopeptide repeat"
TPR_15	PF13429.8	4hor_A	-	2.1e-10	40.5	8.5	0.0014	18.2	0.1	5.3	3	2	1	5	5	0	0	"Tetratricopeptide repeat"
TPR_10	PF13374.8	4hor_A	-	6.1e-08	32.4	17.5	0.0021	18.0	0.3	6.2	6	0	0	6	6	1	1	"Tetratricopeptide repeat"
VWA	PF00092.30	4hqo_B	-	2.5e-29	102.9	0.0	3.1e-29	102.6	0.0	1.1	1	0	0	1	1	1	1	"von Willebrand factor type A domain"
VWA_3	PF13768.8	4hqo_B	-	3.2e-07	30.5	0.0	4.2e-07	30.1	0.0	1.1	1	0	0	1	1	1	1	"von Willebrand factor type A domain"
VWA_2	PF13519.8	4hqo_B	-	4.1e-06	27.5	0.0	8.6e-06	26.5	0.0	1.5	2	0	0	2	2	0	0	"von Willebrand factor type A domain"
TSP_1	PF00090.21	4hqo_B	-	4.2e-06	27.0	8.4	9.6e-06	25.8	8.4	1.6	1	0	0	1	1	1	1	"Thrombospondin type 1 domain"
Ras	PF00071.24	4i1o_A	-	1.3e-66	223.3	1.1	1.4e-66	223.1	1.1	1.0	1	0	0	1	1	1	1	"Ras family"
Roc	PF08477.15	4i1o_A	-	1.1e-36	125.8	1.3	1.5e-36	125.3	0.2	1.7	2	0	0	2	2	1	1	"Ras of Complex, Roc, domain of DAPkinase"
Arf	PF00025.23	4i1o_A	-	3.3e-17	62.6	0.2	3.8e-17	62.4	0.2	1.1	1	0	0	1	1	1	1	"ADP-ribosylation factor family"
MMR_HSR1	PF01926.25	4i1o_A	-	2.7e-06	27.6	0.1	1.3e-05	25.4	0.0	1.8	1	1	1	2	2	1	1	"50S ribosome-binding GTPase"
SRPRB	PF09439.12	4i1o_A	-	5.2e-06	26.1	0.1	7.3e-06	25.6	0.1	1.1	1	0	0	1	1	1	1	"Signal recognition particle receptor beta subunit"
Gtr1_RagA	PF04670.14	4i1o_A	-	1.8e-05	24.4	0.1	2e-05	24.2	0.1	1.2	1	0	0	1	1	1	1	"Gtr1/RagA G protein conserved region"
AA_kinase	PF00696.30	4i49_A	-	1.4e-24	87.2	0.1	2.1e-24	86.6	0.1	1.2	1	0	0	1	1	1	1	"Amino acid kinase family"
Acetyltransf_1	PF00583.27	4i49_A	-	9e-10	38.9	0.1	3.4e-09	37.0	0.1	2.1	1	1	0	1	1	1	1	"Acetyltransferase (GNAT) family"
Acetyltransf_7	PF13508.9	4i49_A	-	1.1e-06	28.9	0.0	3.9e-06	27.2	0.0	1.9	2	0	0	2	2	1	1	"Acetyltransferase (GNAT) domain"
Fungal_lectin	PF07938.14	4i6s_B	-	3.8e-10	39.7	2.0	5.3e-10	39.3	2.0	1.2	1	0	0	1	1	1	1	"Fungal fucose-specific lectin"
SMC_ScpB	PF04079.18	4i98_B	-	3.2e-54	182.9	0.1	3.7e-54	182.7	0.1	1.0	1	0	0	1	1	1	1	"Segregation and condensation complex subunit ScpB"
RapH_N	PF18801.3	4i9e_A	-	1e-25	89.6	2.4	1e-25	89.6	2.4	2.3	2	0	0	2	2	1	1	"response regulator aspartate phosphatase H, N terminal"
TPR_12	PF13424.8	4i9e_A	-	4.1e-18	65.5	8.3	1.8e-08	34.7	0.0	4.0	3	1	1	4	4	1	1	"Tetratricopeptide repeat"
TPR_2	PF07719.19	4i9e_A	-	6.9e-11	41.5	19.4	0.12	12.6	0.1	6.5	6	0	0	6	6	0	0	"Tetratricopeptide repeat"
TPR_1	PF00515.30	4i9e_A	-	7.7e-11	41.4	25.2	1.9e-06	27.5	0.0	6.4	7	0	0	7	7	0	0	"Tetratricopeptide repeat"
ANAPC3	PF12895.9	4i9e_A	-	2.7e-10	40.5	15.9	1.3e-06	28.6	7.3	3.9	3	2	1	4	4	1	1	"Anaphase-promoting complex, cyclosome, subunit 3"
TPR_8	PF13181.8	4i9e_A	-	1.1e-07	31.5	22.4	0.037	14.3	0.0	7.2	6	1	0	6	6	1	1	"Tetratricopeptide repeat"
7tm_1	PF00001.23	4iar_A	-	6.6e-84	281.4	4.9	8.2e-84	281.1	4.9	1.1	1	0	0	1	1	1	1	"7 transmembrane receptor (rhodopsin family)"
Cytochrom_B562	PF07361.13	4iar_A	-	1.5e-26	93.1	3.7	2.7e-26	92.2	3.7	1.4	1	0	0	1	1	1	1	"Cytochrome b562"
7TM_GPCR_Srsx	PF10320.11	4iar_A	-	1.3e-10	41.2	8.2	2.8e-08	33.6	1.9	2.1	2	0	0	2	2	1	1	"Serpentine type 7TM GPCR chemoreceptor Srsx"
S_100	PF01023.21	4icb_A	-	6.1e-14	51.4	1.5	1.9e-13	49.9	0.5	2.0	2	0	0	2	2	1	1	"S-100/ICaBP type calcium binding domain"
EF-hand_1	PF00036.34	4icb_A	-	8.1e-11	40.8	2.4	2.4e-09	36.2	0.6	2.9	3	0	0	3	3	1	1	"EF hand"
EF-hand_5	PF13202.8	4icb_A	-	3e-09	36.0	4.9	8.4e-08	31.5	0.9	2.9	3	0	0	3	3	1	1	"EF hand"
EF-hand_6	PF13405.8	4icb_A	-	1.3e-08	34.1	1.5	4.4e-06	26.2	0.2	2.6	2	1	0	2	2	1	1	"EF-hand domain"
EF-hand_7	PF13499.8	4icb_A	-	3.8e-08	33.8	0.5	6e-08	33.1	0.5	1.5	1	1	0	1	1	1	1	"EF-hand domain pair"
Peptidase_M29	PF02073.17	4icq_A	-	9.7e-161	535.2	0.2	1.1e-160	535.0	0.2	1.0	1	0	0	1	1	1	1	"Thermophilic metalloprotease (M29)"
Pkinase	PF00069.27	4ieb_A	-	8.3e-81	271.3	0.4	1.3e-80	270.7	0.4	1.3	1	0	0	1	1	1	1	"Protein kinase domain"
PK_Tyr_Ser-Thr	PF07714.19	4ieb_A	-	1.7e-43	148.9	0.0	2.3e-43	148.4	0.0	1.1	1	0	0	1	1	1	1	"Protein tyrosine and serine/threonine kinase"
EF-hand_1	PF00036.34	4ieb_A	-	1.5e-27	93.2	8.5	1.5e-06	27.4	0.2	4.6	4	0	0	4	4	1	1	"EF hand"
EF-hand_7	PF13499.8	4ieb_A	-	2.5e-22	79.2	10.5	4.1e-11	43.3	1.1	3.2	2	1	1	3	3	2	2	"EF-hand domain pair"
EF-hand_6	PF13405.8	4ieb_A	-	1.9e-22	77.2	5.4	2.6e-05	23.8	0.0	4.6	4	0	0	4	4	1	1	"EF-hand domain"
EF-hand_5	PF13202.8	4ieb_A	-	5.5e-22	76.3	7.3	4.1e-05	23.0	0.1	4.5	4	0	0	4	4	4	4	"EF hand"
EF-hand_8	PF13833.8	4ieb_A	-	3.7e-14	52.3	10.1	0.00096	19.0	0.4	4.5	1	1	3	4	4	2	2	"EF-hand domain pair"
Pkinase_fungal	PF17667.3	4ieb_A	-	1.3e-07	30.8	0.1	1.9e-07	30.3	0.1	1.3	1	0	0	1	1	1	1	"Fungal protein kinase"
Kinase-like	PF14531.8	4ieb_A	-	5.1e-07	29.4	0.7	0.0041	16.6	0.0	2.7	3	1	0	3	3	0	0	"Kinase-like"
SPARC_Ca_bdg	PF10591.11	4ieb_A	-	4.3e-06	27.1	1.2	0.14	12.6	0.1	3.3	2	1	0	2	2	0	0	"Secreted protein acidic and rich in cysteine Ca binding region"
Kdo	PF06293.16	4ieb_A	-	5.7e-06	26.0	0.2	1.7e-05	24.4	0.2	1.8	1	1	0	1	1	1	1	"Lipopolysaccharide kinase (Kdo/WaaP) family"
EF-hand_4	PF12763.9	4ieb_A	-	0.00011	22.1	7.7	0.02	14.9	0.6	3.9	2	1	2	4	4	0	0	"Cytoskeletal-regulatory complex EF hand"
Vinculin	PF01044.21	4igg_B	-	6e-291	968.2	33.6	2.2e-215	718.1	24.7	2.1	1	1	1	2	2	2	2	"Vinculin family"
Abhydrolase_6	PF12697.9	4ih4_A	-	7.7e-13	49.6	0.2	1e-12	49.2	0.2	1.2	1	0	0	1	1	1	1	"Alpha/beta hydrolase family"
Abhydrolase_1	PF00561.22	4ih4_A	-	2.6e-11	43.7	0.1	2e-07	31.0	0.2	2.1	1	1	1	2	2	1	1	"alpha/beta hydrolase fold"
T2SSE	PF00437.22	4ihq_A	-	2.8e-42	144.7	0.0	4.1e-42	144.2	0.0	1.2	1	0	0	1	1	1	1	"Type II/IV secretion system protein"
C1-set	PF07654.17	4ij3_C	-	2.1e-19	69.7	0.2	4.8e-16	59.0	0.1	2.5	3	0	0	3	3	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	4ij3_C	-	9e-14	51.7	0.6	6.4e-13	48.9	0.1	2.0	2	0	0	2	2	1	1	"Immunoglobulin V-set domain"
ig	PF00047.27	4ij3_C	-	6.8e-06	26.3	2.8	0.047	13.9	0.2	2.9	2	1	0	2	2	0	0	"Immunoglobulin domain"
ADK	PF00406.24	4ike_A	-	2.8e-56	189.9	0.0	3.4e-56	189.6	0.0	1.0	1	0	0	1	1	1	1	"Adenylate kinase"
AAA_17	PF13207.8	4ike_A	-	4e-29	101.8	1.2	4.2e-29	101.8	0.1	1.5	2	0	0	2	2	1	1	"AAA domain"
AAA_33	PF13671.8	4ike_A	-	8.8e-13	48.7	0.0	1.8e-12	47.7	0.0	1.4	2	0	0	2	2	1	1	"AAA domain"
AAA_18	PF13238.8	4ike_A	-	1.8e-08	35.1	0.0	3e-08	34.4	0.0	1.3	1	0	0	1	1	1	1	"AAA domain"
Thymidylate_kin	PF02223.19	4ike_A	-	7.7e-07	29.1	0.9	0.21	11.4	0.0	3.1	2	1	1	3	3	0	0	"Thymidylate kinase"
CarD_CdnL_TRCF	PF02559.18	4ilu_A	-	7.2e-20	71.6	0.1	9.9e-20	71.1	0.1	1.2	1	0	0	1	1	1	1	"CarD-like/TRCF domain"
Leukocidin	PF07968.14	4iya_A	-	6.8e-85	285.0	13.8	8e-85	284.8	13.8	1.0	1	0	0	1	1	1	1	"Leukocidin/Hemolysin toxin family"
Peptidase_S48	PF03574.17	4j00_A	-	5.4e-91	302.5	1.0	7.5e-91	302.0	1.0	1.2	1	0	0	1	1	1	1	"Peptidase family S48"
HetR_C	PF18460.3	4j00_A	-	1.4e-45	153.2	3.5	2.5e-45	152.4	3.5	1.4	1	0	0	1	1	1	1	"Heterocyst differentiation regulator C-terminal Hood domain"
WXG100	PF06013.14	4j11_B	-	3.9e-22	78.4	0.3	4.3e-22	78.2	0.3	1.0	1	0	0	1	1	1	1	"Proteins of 100 residues with WXG"
T7SS_ESX_EspC	PF10824.10	4j11_B	-	9.1e-06	26.2	0.0	1.1e-05	26.0	0.0	1.0	1	0	0	1	1	1	1	"Excreted virulence factor EspC, type VII ESX diderm"
HTH_17	PF12728.9	4j2n_C	-	2.7e-11	43.6	0.0	3.1e-11	43.4	0.0	1.0	1	0	0	1	1	1	1	"Helix-turn-helix domain"
HTH_11	PF08279.14	4j2n_C	-	0.00023	21.1	0.0	0.00031	20.7	0.0	1.2	1	0	0	1	1	0	0	"HTH domain"
Tenui_N	PF05733.13	4j4r_A	-	6.3e-39	134.1	0.0	7.1e-39	133.9	0.0	1.0	1	0	0	1	1	1	1	"Tenuivirus/Phlebovirus nucleocapsid protein"
HATPase_c	PF02518.28	4jav_A	-	9.2e-28	97.1	0.0	2.1e-27	95.9	0.0	1.6	1	0	0	1	1	1	1	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
HisKA	PF00512.27	4jav_A	-	8.9e-19	67.4	0.6	2e-18	66.3	0.6	1.6	1	0	0	1	1	1	1	"His Kinase A (phospho-acceptor) domain"
ALIX_LYPXL_bnd	PF13949.8	4jio_B	-	1.7e-23	83.4	7.5	1.7e-23	83.4	7.5	2.1	1	1	1	2	2	1	1	"ALIX V-shaped domain binding to HIV"
C1-set	PF07654.17	4jj5_B	-	2e-17	63.4	0.1	3.7e-16	59.4	0.1	2.3	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	4jj5_B	-	4.7e-11	42.9	1.1	3.9e-10	40.0	0.1	2.1	2	0	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	4jj5_B	-	7.6e-08	32.9	4.2	0.0067	17.0	0.0	3.3	2	2	1	3	3	0	0	"Immunoglobulin domain"
ig	PF00047.27	4jj5_B	-	7.1e-07	29.4	4.0	0.024	14.9	0.6	3.3	2	2	0	2	2	0	0	"Immunoglobulin domain"
Pestivirus_E2	PF16329.7	4jnt_A	-	4e-250	828.9	5.1	4.5e-250	828.8	5.1	1.0	1	0	0	1	1	1	1	"Pestivirus envelope glycoprotein E2"
Nup54_C	PF18437.3	4jnu_A	-	1.2e-21	76.4	6.6	1.3e-21	76.4	6.6	1.0	1	0	0	1	1	1	1	"Nup54 C-terminal interacting domain"
STAR_dimer	PF16544.7	4jvy_A	-	7.8e-18	63.8	0.1	1.4e-17	63.0	0.1	1.5	1	0	0	1	1	1	1	"Homodimerisation region of STAR domain protein"
KH_1	PF00013.31	4jvy_A	-	4.3e-07	29.7	0.1	7.1e-07	29.0	0.1	1.5	1	1	0	1	1	1	1	"KH domain"
AP_endonuc_2	PF01261.26	4k3z_A	-	1.3e-09	38.3	0.1	1.7e-09	37.9	0.1	1.2	1	0	0	1	1	1	1	"Xylose isomerase-like TIM barrel"
DNA_pol_B_palm	PF14792.8	4k4i_A	-	2.9e-35	121.0	0.0	5.3e-35	120.2	0.0	1.4	1	0	0	1	1	1	1	"DNA polymerase beta palm"
DNA_pol_B_thumb	PF14791.8	4k4i_A	-	1.9e-22	79.2	0.0	3.2e-22	78.5	0.0	1.4	1	0	0	1	1	1	1	"DNA polymerase beta thumb"
DNA_pol_lambd_f	PF10391.11	4k4i_A	-	2.7e-22	78.4	0.1	2.9e-21	75.1	0.1	2.4	2	0	0	2	2	1	1	"Fingers domain of DNA polymerase lambda"
HHH_8	PF14716.8	4k4i_A	-	3.6e-19	69.0	0.3	1.1e-18	67.4	0.1	2.0	2	0	0	2	2	1	1	"Helix-hairpin-helix domain"
Ank_4	PF13637.8	4k5c_B	-	2.4e-43	146.1	1.5	4.6e-13	49.5	0.1	3.7	2	2	2	4	4	4	4	"Ankyrin repeats (many copies)"
Ank	PF00023.32	4k5c_B	-	3e-38	128.8	3.3	4.4e-11	42.8	0.1	5.1	5	0	0	5	5	3	3	"Ankyrin repeat"
Ank_5	PF13857.8	4k5c_B	-	1.3e-37	127.5	3.5	1.1e-12	47.9	0.0	4.1	2	2	2	4	4	3	3	"Ankyrin repeats (many copies)"
Ank_2	PF12796.9	4k5c_B	-	3.9e-36	123.6	0.2	1.6e-19	70.3	0.0	3.7	1	1	1	3	3	2	2	"Ankyrin repeats (3 copies)"
Ank_3	PF13606.8	4k5c_B	-	1.4e-32	108.1	0.2	9.4e-08	31.8	0.0	5.1	5	0	0	5	5	3	3	"Ankyrin repeat"
Serum_albumin	PF00273.22	4k71_A	-	3.4e-158	522.0	54.7	4e-57	192.9	11.2	3.0	3	0	0	3	3	3	3	"Serum albumin family"
Pro_racemase	PF05544.13	4k7x_A	-	1.3e-97	326.9	0.1	1.5e-97	326.7	0.1	1.0	1	0	0	1	1	1	1	"Proline racemase"
DNA_pol_B	PF00136.23	4k8x_A	-	3.4e-81	273.4	0.0	5.5e-81	272.7	0.0	1.3	1	0	0	1	1	1	1	"DNA polymerase family B"
DNA_pol_B_exo1	PF03104.21	4k8x_A	-	1.8e-46	159.0	0.2	7.3e-31	107.6	0.0	2.5	1	1	1	2	2	2	2	"DNA polymerase family B, exonuclease domain"
DNA_pol_B_exo2	PF10108.11	4k8x_A	-	2.5e-08	33.9	0.0	4.4e-08	33.1	0.0	1.3	1	0	0	1	1	1	1	"Predicted 3'-5' exonuclease related to the exonuclease domain of PolB"
RNase_H_2	PF13482.8	4k8x_A	-	5.4e-07	29.8	0.0	2.3e-06	27.7	0.0	2.1	1	1	0	1	1	1	1	"RNase_H superfamily"
GRASP55_65	PF04495.16	4kfv_A	-	8.4e-71	236.8	0.0	1.5e-57	193.8	0.0	2.0	1	1	1	2	2	2	2	"GRASP55/65 PDZ-like domain"
PDZ_2	PF13180.8	4kfv_A	-	1.6e-09	38.1	0.0	1.3e-05	25.5	0.0	2.2	2	0	0	2	2	0	0	"PDZ domain"
PDZ_6	PF17820.3	4kfv_A	-	3.3e-07	30.2	0.3	0.08	12.9	0.1	3.6	3	1	0	3	3	0	0	"PDZ domain"
C1-set	PF07654.17	4ki5_C	-	2.2e-17	63.2	0.2	8.2e-16	58.2	0.1	2.2	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	4ki5_C	-	2.9e-13	50.1	0.4	3.9e-12	46.4	0.0	2.1	2	0	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	4ki5_C	-	1.8e-07	31.7	2.7	0.022	15.4	0.0	3.2	2	2	1	3	3	0	0	"Immunoglobulin domain"
ig	PF00047.27	4ki5_C	-	2e-06	28.0	3.9	0.0077	16.5	0.2	3.5	2	2	0	2	2	0	0	"Immunoglobulin domain"
GTP_EFTU	PF00009.29	4kjz_C	-	1.2e-36	126.2	3.8	1.7e-35	122.5	1.4	2.8	2	1	0	2	2	1	1	"Elongation factor Tu GTP binding domain"
IF-2	PF11987.10	4kjz_C	-	5e-33	113.6	0.1	1.2e-32	112.4	0.1	1.7	1	0	0	1	1	1	1	"Translation-initiation factor 2"
IF2_N	PF04760.17	4kjz_C	-	2.2e-11	43.4	0.4	2.2e-11	43.4	0.4	2.0	2	0	0	2	2	1	1	"Translation initiation factor IF-2, N-terminal region"
MMR_HSR1	PF01926.25	4kjz_C	-	2.8e-10	40.4	0.1	1e-09	38.6	0.1	2.0	1	0	0	1	1	1	1	"50S ribosome-binding GTPase"
Ras	PF00071.24	4kjz_C	-	2.8e-05	23.8	0.0	6.3e-05	22.7	0.0	1.6	1	0	0	1	1	1	1	"Ras family"
Arf	PF00025.23	4kjz_C	-	3.8e-05	23.3	0.0	0.00011	21.8	0.0	1.7	2	0	0	2	2	0	0	"ADP-ribosylation factor family"
SRPRB	PF09439.12	4kjz_C	-	0.00026	20.6	0.1	0.0011	18.6	0.1	2.0	1	1	0	1	1	0	0	"Signal recognition particle receptor beta subunit"
Intein_splicing	PF14890.8	4kl5_B	-	1.5e-10	41.1	0.2	0.00011	22.1	0.0	2.1	1	1	1	2	2	0	0	"Intein splicing domain"
Response_reg	PF00072.26	4kny_B	-	1.7e-29	102.3	0.0	2.4e-29	101.8	0.0	1.2	1	0	0	1	1	1	1	"Response regulator receiver domain"
Trans_reg_C	PF00486.30	4kny_B	-	3.8e-22	78.3	0.0	8.2e-22	77.2	0.0	1.6	1	0	0	1	1	1	1	"Transcriptional regulatory protein, C terminal"
AAA	PF00004.31	4ko8_A	-	8.7e-48	162.2	0.1	2.2e-47	160.9	0.0	1.7	2	0	0	2	2	1	1	"ATPase family associated with various cellular activities (AAA)"
CDC48_N	PF02359.20	4ko8_A	-	2.5e-22	78.9	0.6	1.7e-21	76.3	0.3	2.6	3	0	0	3	3	1	1	"Cell division protein 48 (CDC48), N-terminal domain"
AAA_lid_3	PF17862.3	4ko8_A	-	2.5e-14	52.9	1.7	1.5e-13	50.4	1.7	2.3	1	1	0	1	1	1	1	"AAA+ lid domain"
CDC48_2	PF02933.19	4ko8_A	-	1.3e-12	47.4	0.0	2.6e-12	46.4	0.0	1.5	1	0	0	1	1	1	1	"Cell division protein 48 (CDC48), domain 2"
RuvB_N	PF05496.14	4ko8_A	-	2.8e-06	27.3	0.2	2.3e-05	24.3	0.0	2.6	3	1	0	3	3	1	1	"Holliday junction DNA helicase RuvB P-loop domain"
AAA_5	PF07728.16	4ko8_A	-	4.5e-06	26.8	0.1	2.3e-05	24.5	0.0	2.3	2	1	0	2	2	1	1	"AAA domain (dynein-related subfamily)"
AAA_2	PF07724.16	4ko8_A	-	1.1e-05	25.7	0.0	2.1e-05	24.8	0.0	1.4	1	0	0	1	1	1	1	"AAA domain (Cdc48 subfamily)"
HATPase_c	PF02518.28	4kp4_A	-	1e-20	74.4	0.0	2.4e-20	73.2	0.0	1.6	2	0	0	2	2	1	1	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
HisKA	PF00512.27	4kp4_A	-	1e-11	44.8	0.1	2.1e-11	43.8	0.1	1.6	1	0	0	1	1	1	1	"His Kinase A (phospho-acceptor) domain"
SBP_bac_3	PF00497.22	4kr5_B	-	2.7e-57	193.9	0.7	3e-57	193.7	0.7	1.0	1	0	0	1	1	1	1	"Bacterial extracellular solute-binding proteins, family 3"
NMT1	PF09084.13	4kr5_B	-	8.2e-05	22.7	0.1	0.00019	21.5	0.1	1.6	1	1	0	1	1	1	1	"NMT1/THI5 like"
Glyco_hydro_25	PF01183.22	4krt_A	-	9.6e-55	185.7	2.2	1.4e-54	185.2	2.2	1.2	1	0	0	1	1	1	1	"Glycosyl hydrolases family 25"
SH3_3	PF08239.13	4krt_A	-	2.5e-21	75.9	5.3	8.8e-12	45.3	1.6	2.5	2	0	0	2	2	2	2	"Bacterial SH3 domain"
SH3_2	PF07653.19	4krt_A	-	1e-06	28.5	1.2	0.014	15.3	0.1	2.8	3	0	0	3	3	0	0	"Variant SH3 domain"
PK	PF00224.23	4ks0_B	-	3.6e-153	509.6	0.3	4.6e-153	509.3	0.3	1.1	1	0	0	1	1	1	1	"Pyruvate kinase, barrel domain"
PK_C	PF02887.18	4ks0_B	-	1.3e-25	90.0	0.4	9.7e-25	87.2	0.1	2.5	2	0	0	2	2	1	1	"Pyruvate kinase, alpha/beta domain"
HpcH_HpaI	PF03328.16	4ks0_B	-	0.00016	21.1	0.5	0.00053	19.4	0.5	1.8	1	1	1	2	2	0	0	"HpcH/HpaI aldolase/citrate lyase family"
SIR2	PF02146.19	4kxq_A	-	2e-65	220.2	0.0	3e-65	219.6	0.0	1.3	1	0	0	1	1	1	1	"Sir2 family"
C1-set	PF07654.17	4kxz_H	-	1.1e-17	64.3	1.1	9.6e-17	61.2	0.1	2.6	3	0	0	3	3	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	4kxz_H	-	2.6e-11	43.8	0.3	4.3e-10	39.9	0.0	2.4	2	0	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	4kxz_H	-	5.4e-07	30.1	4.8	0.0049	17.5	0.6	2.8	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	4kxz_H	-	2.9e-05	24.3	2.3	0.045	14.0	0.3	2.9	2	2	0	2	2	0	0	"Immunoglobulin domain"
DpnI	PF06044.14	4kyw_A	-	7.5e-85	283.3	0.4	1.1e-84	282.8	0.4	1.2	1	0	0	1	1	1	1	"Dam-replacing family"
DpnI_C	PF17726.3	4kyw_A	-	3.2e-35	120.2	2.4	6.9e-35	119.1	2.4	1.6	1	0	0	1	1	1	1	"Dam-replacing HTH domain"
Sugar-bind	PF04198.15	4l5i_B	-	5.9e-76	255.1	1.9	7.8e-76	254.7	1.9	1.2	1	0	0	1	1	1	1	"Putative sugar-binding domain"
PK_Tyr_Ser-Thr	PF07714.19	4l68_B	-	1.4e-27	96.7	0.0	1.8e-27	96.3	0.0	1.1	1	0	0	1	1	1	1	"Protein tyrosine and serine/threonine kinase"
Pkinase	PF00069.27	4l68_B	-	3.5e-25	89.0	0.0	4.4e-25	88.6	0.0	1.1	1	0	0	1	1	1	1	"Protein kinase domain"
HpcH_HpaI	PF03328.16	4l80_B	-	7.2e-26	90.9	0.0	1.2e-25	90.2	0.0	1.4	1	0	0	1	1	1	1	"HpcH/HpaI aldolase/citrate lyase family"
HECT	PF00632.27	4lcd_A	-	3.1e-96	322.6	0.0	3.8e-96	322.3	0.0	1.1	1	0	0	1	1	1	1	"HECT-domain (ubiquitin-transferase)"
WW	PF00397.28	4lcd_A	-	8.9e-11	41.8	2.3	1.1e-10	41.5	0.2	2.2	2	0	0	2	2	1	1	"WW domain"
Response_reg	PF00072.26	4ldz_A	-	5.2e-25	87.9	0.0	1e-24	86.9	0.0	1.5	1	0	0	1	1	1	1	"Response regulator receiver domain"
GerE	PF00196.21	4ldz_A	-	2.3e-19	68.8	0.4	3.8e-19	68.1	0.4	1.4	1	0	0	1	1	1	1	"Bacterial regulatory proteins, luxR family"
Sigma70_r4_2	PF08281.14	4ldz_A	-	3e-08	33.3	0.0	6.6e-08	32.2	0.0	1.6	1	0	0	1	1	1	1	"Sigma-70, region 4"
Sigma70_r4	PF04545.18	4ldz_A	-	2.8e-06	26.8	0.1	4.9e-06	26.0	0.1	1.4	1	0	0	1	1	1	1	"Sigma-70, region 4"
DNA_ligase_aden	PF01653.20	4lh6_A	-	6.5e-130	433.0	0.0	7.5e-130	432.8	0.0	1.0	1	0	0	1	1	1	1	"NAD-dependent DNA ligase adenylation domain"
Sec2p	PF06428.13	4lhy_E	-	4e-09	36.4	6.8	4e-09	36.4	6.8	1.9	1	1	1	2	2	1	1	"GDP/GTP exchange factor Sec2p"
AAA_2	PF07724.16	4lj9_A	-	4e-56	189.9	0.0	6.7e-56	189.2	0.0	1.4	1	0	0	1	1	1	1	"AAA domain (Cdc48 subfamily)"
ClpB_D2-small	PF10431.11	4lj9_A	-	3.6e-31	107.1	1.2	3.6e-31	107.1	1.2	2.0	2	0	0	2	2	1	1	"C-terminal, D2-small domain, of ClpB protein"
AAA_5	PF07728.16	4lj9_A	-	4.9e-15	55.8	0.0	1.8e-14	54.0	0.0	1.9	2	0	0	2	2	1	1	"AAA domain (dynein-related subfamily)"
AAA	PF00004.31	4lj9_A	-	1.7e-09	38.3	0.0	3.6e-09	37.2	0.0	1.5	1	0	0	1	1	1	1	"ATPase family associated with various cellular activities (AAA)"
Sigma54_activat	PF00158.28	4lj9_A	-	2.5e-07	30.7	0.0	5.2e-07	29.6	0.0	1.6	1	0	0	1	1	1	1	"Sigma-54 interaction domain"
C1-set	PF07654.17	4llu_B	-	3.6e-31	107.5	0.6	2e-30	105.0	0.3	2.0	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	4llu_B	-	2.5e-19	69.6	2.2	1.5e-18	67.1	0.1	2.5	2	1	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	4llu_B	-	1.4e-14	54.5	4.7	5e-08	33.4	0.1	2.3	2	0	0	2	2	1	1	"Immunoglobulin domain"
ig	PF00047.27	4llu_B	-	8.8e-14	51.5	1.7	1.9e-07	31.3	0.0	2.3	2	0	0	2	2	1	1	"Immunoglobulin domain"
