QUERY_CLUSTER	SUBJECT_CLUSTER	CLUSTER_SEQUENCE_ID	QUERY_SUBCLUSTERS	SUBJECT_SUBCLUSTERS	DDM_CORRELATION_PEARSON	P-VALUE_PEARSON	DDM_CORRELATION_SPEARMAN	P-VALUE_SPEARMAN	FIXED_SEQ_ID	IG_PAIR	SEQ_ID_RANGE
6ofiH	5w4lH	74.67	"['6oedC', '6ofiH']"	"['3tnnE', '5w4lH']"	-0.9587606493994494	0.0	-0.8100692864428238	0.0	75.98039215686273	TRUE	"70-80"
6ofiH	3levH	62.82	"['6oedC', '6ofiH']"	"['1u93B', '3levH']"	0.9279589564433428	0.0	0.7294926370562439	0.0	64.42307692307693	TRUE	"60-70"
6ofiH	1d5iH	78.41	"['6oedC', '6ofiH']"	"['1axsH', '1d5iH']"	-0.9642758775738839	0.0	-0.8066268265891429	0.0	79.8076923076923	TRUE	"70-80"
6ofiH	5dk3A	30.84	"['6oedC', '6ofiH']"	"['5ggsB', '5dk3A']"	-0.8022840308781056	0.0	-0.6210067643198744	0.0	35.051546391752574	TRUE	"30-40"
6ofiH	3lmjL	27.98	"['6oedC', '6ofiH']"	"['3lmjL', '3lqaL']"	0.8710711712269407	0.0	0.6808643513517912	0.0	29.533678756476682	TRUE	"20-30"
6ofiH	6ca7H	68.91	"['6oedC', '6ofiH']"	"['6ca9D', '6ca7H']"	-0.04686087620906079	1.1367664670122848e-22	-0.16135082123713962	1.496404264984402e-252	73.68421052631578	TRUE	"60-70"
6ofiH	5m76A	29.39	"['6oedC', '6ofiH']"	"['5m76B', '5m76A']"	-0.8674953962299129	0.0	-0.6961419233843702	0.0	32.64248704663213	TRUE	"20-30"
6ofiH	6oc7L	29.15	"['6oedC', '6ofiH']"	"['6vbqB', '6phdL']"	0.9327599627611187	0.0	0.7607489597239109	0.0	31.443298969072163	TRUE	"20-30"
6ofiH	6pzhA	30.87	"['6oedC', '6ofiH']"	"['5kjrL', '6pzhA']"	0.9078959961944966	0.0	0.7262095258226883	0.0	34.87179487179487	TRUE	"30-40"
6ofiH	6wj1H	67.67	"['6oedC', '6ofiH']"	"['6wj1G', '6wj1H']"	0.9657326546326953	0.0	0.7919777899499685	0.0	70.67307692307693	TRUE	"60-70"
6ofiH	7jx3C	72.17	"['6oedC', '6ofiH']"	"['7jxcH', '7jx3C']"	0.9212668682433303	0.0	0.737220263149484	0.0	75.98039215686273	TRUE	"70-80"
6ofiH	4xwgH	72.69	"['6oedC', '6ofiH']"	"['4xx1H', '4xx1E']"	-0.970809229162912	0.0	-0.8152628761076073	0.0	73.80952380952381	TRUE	"70-80"
6ofiH	3b2uN	70.22	"['6oedC', '6ofiH']"	"['6b3sF', '3b2vH']"	0.9543770111758477	0.0	0.7930802507628006	0.0	71.29186602870813	TRUE	"70-80"
6ofiH	5vh4H	70.22	"['6oedC', '6ofiH']"	"['6ugvA', '6uguH']"	-0.9670063309161705	0.0	-0.8147088022128037	0.0	71.15384615384616	TRUE	"70-80"
6ofiH	6fs0L	28.64	"['6oedC', '6ofiH']"	"['6qb6L', '5mesL']"	-0.9255114444167084	0.0	-0.7648019756994847	0.0	31.693989071038253	TRUE	"20-30"
6okmH	5vkkH	84.93	"['6ogxH', '6okmH']"	"['5vl3H', '5vkkA']"	-0.8619711422444789	0.0	-0.7036307407103634	0.0	85.22167487684729	TRUE	"80-90"
6okmH	1jpsH	79.46	"['6ogxH', '6okmH']"	"['1pg7I', '1jpsH']"	-0.9343195503912991	0.0	-0.7681536866540446	0.0	79.12621359223301	TRUE	"70-80"
6okmH	6umxL	30.91	"['6ogxH', '6okmH']"	"['6umxL', '6umxl']"	0.9061825335349403	0.0	0.6964972481942859	0.0	33.84615384615385	TRUE	"30-40"
6okmH	4eowH	77.19	"['6ogxH', '6okmH']"	"['4eowH', '5zmjH']"	0.6862847217843361	0.0	0.543805689066971	0.0	81.55339805825243	TRUE	"70-80"
6okmH	5c7xL	31.96	"['6ogxH', '6okmH']"	"['5c7xN', '5d7sL']"	-0.9119743828663975	0.0	-0.7465646630351908	0.0	35.82887700534759	TRUE	"30-40"
6okmH	6phbC	29.78	"['6ogxH', '6okmH']"	"['5uqyC', '5f7eL']"	-0.6679259961568992	0.0	-0.5986735451824479	0.0	35.35911602209944	TRUE	"20-30"
6okmH	6vl8E	79.0	"['6ogxH', '6okmH']"	"['6vl9H', '6vl8A']"	-0.9175537899081174	0.0	-0.7348383997103031	0.0	78.04878048780488	TRUE	"70-80"
6okmH	3mj8H	57.53	"['6ogxH', '6okmH']"	"['3mj8H', '3mj9H']"	-0.9341778605285294	0.0	-0.7533365823598037	0.0	60.591133004926114	TRUE	"50-60"
6okmH	3n9gL	31.11	"['6ogxH', '6okmH']"	"['4wuuD', '3n9gL']"	0.6414063076286076	0.0	0.5084065759177379	0.0	35.13513513513514	TRUE	"30-40"
6okmH	3eobL	31.14	"['6ogxH', '6okmH']"	"['3eobA', '3eo9L']"	-0.7945456013694976	0.0	-0.6087051664642269	0.0	35.9375	TRUE	"30-40"
6okmH	5itbH	74.21	"['6ogxH', '6okmH']"	"['5j3dC', '5itbH']"	0.9280735111180085	0.0	0.7941100084809367	0.0	76.23762376237624	TRUE	"70-80"
6okmH	4qhlA	69.6	"['6ogxH', '6okmH']"	"['4qhmE', '4qhlA']"	-0.9157231841689067	0.0	-0.7565576878704193	0.0	71.21951219512195	TRUE	"60-70"
6okmH	6grzA	30.32	"['6ogxH', '6okmH']"	"['6grzB', '6grzA']"	-0.853025776139886	0.0	-0.6794022313297513	0.0	33.33333333333333	TRUE	"30-40"
6okmH	5bv7B	31.22	"['6ogxH', '6okmH']"	"['4xx1G', '4xx1L']"	0.7763575353927933	0.0	0.6058493511793613	0.0	34.5360824742268	TRUE	"30-40"
6okmH	3eotL	28.76	"['6ogxH', '6okmH']"	"['2b2xL', '3eotL']"	0.07428838796758003	3.282922730815533e-47	0.4774398354434769	0.0	29.896907216494846	TRUE	"20-30"
6okmH	3mo1B	76.71	"['6ogxH', '6okmH']"	"['3mnvB', '3mo1B']"	-0.9532957503562138	0.0	-0.7814797890016253	0.0	75.98039215686273	TRUE	"70-80"
6okmH	6bliA	70.26	"['6ogxH', '6okmH']"	"['6bliG', '6bliA']"	-0.9359633480490974	0.0	-0.7295889747025313	0.0	73.17073170731707	TRUE	"70-80"
6okmH	6qkdJ	71.05	"['6ogxH', '6okmH']"	"['6qkdI', '6qkdJ']"	0.04609776572863352	3.2368067119540806e-21	0.08322318345807876	1.764859689553594e-65	73.65853658536585	TRUE	"70-80"
6okmH	5m6iB	31.22	"['6ogxH', '6okmH']"	"['5m6iA', '5m6iB']"	-0.6129209472146145	0.0	-0.49742236757770913	0.0	34.35897435897436	TRUE	"30-40"
6okmH	6dlbH	82.1	"['6ogxH', '6okmH']"	"['4hkxA', '4hk3J']"	-0.9427736854282659	0.0	-0.7952587698352744	0.0	85.64356435643565	TRUE	"80-90"
6okmH	5mp6H	68.4	"['6ogxH', '6okmH']"	"['5mp6H', '5f89A']"	0.8949550862632585	0.0	0.709164045965864	0.0	70.87378640776699	TRUE	"60-70"
6okmH	4ij3C	54.5	"['6ogxH', '6okmH']"	"['5d96J', '4ij3C']"	0.9184447849651711	0.0	0.7415538580959941	0.0	60.29411764705882	TRUE	"50-60"
6okmH	5i17B	86.94	"['6ogxH', '6okmH']"	"['4dn4H', '4dn3H']"	-0.9680412487135619	0.0	-0.83450203902787	0.0	87.8048780487805	TRUE	"80-90"
6okmH	3levH	61.76	"['6ogxH', '6okmH']"	"['1u93B', '3levH']"	-0.899305611654534	0.0	-0.737196362079129	0.0	63.86138613861386	TRUE	"60-70"
6okmH	6kvfH	84.07	"['6ogxH', '6okmH']"	"['6kvfH', '6kvfA']"	-0.9795398156897619	0.0	-0.8171332618241924	0.0	86.86868686868688	TRUE	"80-90"
6okmH	3ulsH	66.36	"['6ogxH', '6okmH']"	"['3ulsH', '3ulvD']"	-0.9020857622441668	0.0	-0.7552750131818985	0.0	69.6078431372549	TRUE	"60-70"
6okmH	5mesH	57.21	"['6ogxH', '6okmH']"	"['6qb6H', '5mesH']"	-0.9058952754323322	0.0	-0.7320358339454184	0.0	62.0	TRUE	"50-60"
6okmH	6b0wH	73.01	"['6ogxH', '6okmH']"	"['6b0sH', '6b0wH']"	0.9197821489535516	0.0	0.738331118046524	0.0	75.72815533980582	TRUE	"70-80"
6okmH	2dquH	56.19	"['6ogxH', '6okmH']"	"['2dqtH', '2dtmH']"	-0.9407405647629634	0.0	-0.7385339258075982	0.0	60.78431372549019	TRUE	"50-60"
6okmH	5y11B	32.16	"['6ogxH', '6okmH']"	"['1yylL', '6ofiL']"	0.7915847507367095	0.0	0.6111874166107218	0.0	34.73684210526316	TRUE	"30-40"
6okmH	7c94E	59.11	"['6ogxH', '6okmH']"	"['7c95B', '7c94E']"	0.9358674539453841	0.0	0.7467823166845841	0.0	63.41463414634146	TRUE	"50-60"
6okmH	4ki5C	60.83	"['6ogxH', '6okmH']"	"['4xzuA', '4xzuE']"	0.9417560084121444	0.0	0.7984000998660595	0.0	63.725490196078425	TRUE	"60-70"
6okmH	5mtlC	31.22	"['6ogxH', '6okmH']"	"['5mtlB', '5mtlD']"	0.8830288237840094	0.0	0.7195241511967628	0.0	34.97267759562842	TRUE	"30-40"
6okmH	7jx3C	73.8	"['6ogxH', '6okmH']"	"['7jxcH', '7jx3C']"	-0.901636910058918	0.0	-0.7727082399952134	0.0	78.21782178217822	TRUE	"70-80"
6okmH	4nrxH	76.07	"['6ogxH', '6okmH']"	"['4nrxA', '4nrzH']"	0.9434105219088776	0.0	0.7811175907371951	0.0	81.06796116504854	TRUE	"70-80"
6okmH	3u0wL	29.65	"['6ogxH', '6okmH']"	"['3u0wL', '6faxL']"	0.791516683173265	0.0	0.6186825013618827	0.0	33.50515463917525	TRUE	"20-30"
6okmH	6phcA	73.68	"['6ogxH', '6okmH']"	"['6phhA', '6phgA']"	-0.9621779521598394	0.0	-0.8062898814958306	0.0	76.2135922330097	TRUE	"70-80"
6okmH	6oc7L	31.08	"['6ogxH', '6okmH']"	"['6vbqB', '6phdL']"	-0.8766890299593828	0.0	-0.6959601096580676	0.0	34.92063492063492	TRUE	"30-40"
6okmH	5bk0B	72.07	"['6ogxH', '6okmH']"	"['6azxC', '5bk0B']"	0.9496009741069741	0.0	0.7975441221154463	0.0	72.77227722772277	TRUE	"70-80"
6okmH	6ugsL	29.52	"['6ogxH', '6okmH']"	"['5vh4B', '5vh3B']"	-0.7549117473959046	0.0	-0.5860817037403611	0.0	33.67875647668394	TRUE	"20-30"
6okmH	1jnhB	64.84	"['6ogxH', '6okmH']"	"['1jn6B', '1jnhB']"	-0.9324164819746696	0.0	-0.7156016715723115	0.0	68.1592039800995	TRUE	"60-70"
6okmH	6umxH	74.24	"['6ogxH', '6okmH']"	"['6umxH', '6umxh']"	-0.8609909980458197	0.0	-0.6914634959511029	0.0	77.66990291262135	TRUE	"70-80"
6okmH	3g5zB	52.51	"['6ogxH', '6okmH']"	"['3g5zB', '3g5xB']"	0.9006948251535704	0.0	0.7358211797657206	0.0	55.392156862745104	TRUE	"50-60"
6okmH	5k8aL	28.51	"['6ogxH', '6okmH']"	"['3ixtL', '4zypM']"	-0.8018717455439736	0.0	-0.6373298434711142	0.0	32.98429319371728	TRUE	"20-30"
6okmH	4o5lH	79.57	"['6ogxH', '6okmH']"	"['4o5iU', '4o58H']"	-0.9593251969277	0.0	-0.8044024102962598	0.0	85.29411764705883	TRUE	"70-80"
6okmH	4risH	80.09	"['6ogxH', '6okmH']"	"['4hpoH', '4risH']"	-0.7271625586503957	0.0	-0.5786573679752431	0.0	83.82352941176471	TRUE	"80-90"
6okmH	6mg4A	33.78	"['6ogxH', '6okmH']"	"['6mg5B', '6mg4A']"	-0.9117896826043118	0.0	-0.7278081943605628	0.0	37.628865979381445	TRUE	"30-40"
6okmH	5a16A	51.11	"['6ogxH', '6okmH']"	"['5a16A', '4yzfI']"	0.9108176446736553	0.0	0.7243316785725554	0.0	54.90196078431373	TRUE	"50-60"
6okmH	4nztL	32.13	"['6ogxH', '6okmH']"	"['4fqyL', '6cnvL']"	0.7607811231465368	0.0	0.6266793136561559	0.0	36.12565445026178	TRUE	"30-40"
6okmH	6wizH	64.98	"['6ogxH', '6okmH']"	"['6wizH', '6wiyH']"	-0.6516725302536285	0.0	-0.4960951096743605	0.0	72.36180904522614	TRUE	"60-70"
6okmH	4x8jH	55.76	"['6ogxH', '6okmH']"	"['4x8jA', '4x8jH']"	0.9316936653919815	0.0	0.7699104740174357	0.0	60.0	TRUE	"50-60"
6okmH	4odvH	54.95	"['6ogxH', '6okmH']"	"['4odvH', '4odwH']"	0.742737323762728	0.0	0.6249564296856882	0.0	58.048780487804876	TRUE	"50-60"
6okmH	1hklH	80.18	"['6ogxH', '6okmH']"	"['1hklH', '1aj7H']"	-0.9471975038286299	0.0	-0.78206428432892	0.0	79.6116504854369	TRUE	"80-90"
6okmH	2gjzH	53.81	"['6ogxH', '6okmH']"	"['2gjzB', '2gk0B']"	-0.9280884697628896	0.0	-0.7824285829673416	0.0	57.84313725490197	TRUE	"50-60"
6okmH	4lluB	31.39	"['6ogxH', '6okmH']"	"['4lluD', '4llwD']"	-0.6567729379375982	0.0	-0.4878159108546302	0.0	35.41666666666667	TRUE	"30-40"
6okmH	6a77H	57.66	"['6ogxH', '6okmH']"	"['6a76H', '6a77H']"	-0.924356947788348	0.0	-0.7436421342800554	0.0	61.083743842364534	TRUE	"50-60"
6okmH	6fs0L	30.09	"['6ogxH', '6okmH']"	"['6qb6L', '5mesL']"	0.8973222857457124	0.0	0.7388527988361673	0.0	33.50785340314136	TRUE	"30-40"
6okmH	1d5iH	83.26	"['6ogxH', '6okmH']"	"['1axsH', '1d5iH']"	0.916760673763635	0.0	0.7524884557571667	0.0	83.98058252427184	TRUE	"80-90"
6okmH	1b6dA	30.88	"['6ogxH', '6okmH']"	"['1b6dA', '1b6dB']"	-0.8809573899635786	0.0	-0.7340518172841911	0.0	34.375	TRUE	"30-40"
6okmH	3g6aL	30.77	"['6ogxH', '6okmH']"	"['3g6aL', '3g6dL']"	0.8137352550187013	0.0	0.6482500147112358	0.0	34.02061855670103	TRUE	"30-40"
6okmH	1i9rL	28.76	"['6ogxH', '6okmH']"	"['1i9rM', '6bjzL']"	0.7780805455990559	0.0	0.6216986153331318	0.0	31.979695431472084	TRUE	"20-30"
6okmH	4yhmH	87.39	"['6ogxH', '6okmH']"	"['4ygvF', '4yhlH']"	0.966621774383552	0.0	0.81615344637238	0.0	89.32038834951457	TRUE	"80-90"
6okmH	4lvhB	72.48	"['6ogxH', '6okmH']"	"['4lvhK', '4uv7H']"	0.8306286814349338	0.0	0.6632270645560805	0.0	75.62189054726367	TRUE	"70-80"
1um4L	1jnhB	27.6	"['1aj7L', '2rcsL']"	"['1jn6B', '1jnhB']"	0.6199151899698156	0.0	0.470605769175667	0.0	30.456852791878177	TRUE	"20-30"
1um4L	6cbjL	39.17	"['1aj7L', '2rcsL']"	"['6cbjL', '5tplL']"	0.8291151723822093	0.0	0.5936093345579563	0.0	41.37931034482759	TRUE	"30-40"
1um4L	4utbL	40.55	"['1aj7L', '2rcsL']"	"['4utbM', '5lcvL']"	-0.925005389215668	0.0	-0.6740701899576532	0.0	42.78606965174129	TRUE	"40-50"
1um4L	6svlE	79.53	"['1aj7L', '2rcsL']"	"['1bbjL', '6svlL']"	0.9614138272216403	0.0	0.7787455286285392	0.0	78.19905213270142	TRUE	"70-80"
1um4L	6a77L	58.29	"['1aj7L', '2rcsL']"	"['6a77L', '6a76L']"	0.931563988773615	0.0	0.7170318676595737	0.0	58.767772511848335	TRUE	"50-60"
1um4L	4o5lL	41.55	"['1aj7L', '2rcsL']"	"['4o5iT', '4o5lL']"	-0.9136161407821217	0.0	-0.6340325990832577	0.0	43.13725490196079	TRUE	"40-50"
1um4L	6l98B	40.0	"['1aj7L', '2rcsL']"	"['6l98A', '6l98B']"	0.9429455693617281	0.0	0.7490727452627159	0.0	41.17647058823529	TRUE	"40-50"
1v1hA	1v1iA	94.5	"['1v1hE', '1v1hC']"	"['1v1iB', '1v1iA']"	0.6574724629682741	0.0	0.42694508466811004	0.0	100.0	FALSE	"90-100"
6okmH	2v7hH	65.0	"['6ogxH', '6okmH']"	"['2v7hH', '2v7hB']"	-0.9190269113795957	0.0	-0.7244834336623872	0.0	69.26829268292683	TRUE	"60-70"
6okmH	5k8aH	67.11	"['6ogxH', '6okmH']"	"['3ixtA', '4zypK']"	0.9404206164945873	0.0	0.762241963714516	0.0	67.64705882352942	TRUE	"60-70"
6okmH	3skjH	71.86	"['6ogxH', '6okmH']"	"['3skjI', '3skjH']"	0.910166292603194	0.0	0.7270669561246299	0.0	75.24271844660194	TRUE	"70-80"
6okmH	4u6hA	62.27	"['6ogxH', '6okmH']"	"['4u6hA', '4u6hC']"	0.9319195636237053	0.0	0.7424269400011065	0.0	65.85365853658537	TRUE	"60-70"
6okmH	1knoB	57.73	"['6ogxH', '6okmH']"	"['2gfbJ', '1knoB']"	0.5403833278667196	0.0	0.6575695086272976	0.0	61.274509803921575	TRUE	"50-60"
6okmH	4d9lJ	82.96	"['6ogxH', '6okmH']"	"['4d9lJ', '4d9lH']"	-0.8364446371218015	0.0	-0.6783799934642083	0.0	85.43689320388349	TRUE	"80-90"
6okmH	2zuqC	60.0	"['6ogxH', '6okmH']"	"['2zuqF', '2zuqC']"	-0.9205540469343065	0.0	-0.7099427818896255	0.0	62.68656716417911	TRUE	"60-70"
6okmH	6c6yB	30.36	"['6ogxH', '6okmH']"	"['6c6xB', '6c6yL']"	-0.7723418686203029	0.0	-0.6436048301883582	0.0	33.6734693877551	TRUE	"30-40"
6okmH	5lspH	84.3	"['6ogxH', '6okmH']"	"['5lspS', '5lspH']"	0.9478565056081001	0.0	0.7980590353626024	0.0	86.34146341463415	TRUE	"80-90"
6okmH	6nisH	70.35	"['6ogxH', '6okmH']"	"['6nipH', '6nisH']"	-0.9066595921132213	0.0	-0.718112012804058	0.0	71.21951219512195	TRUE	"70-80"
6okmH	5e94B	65.78	"['6ogxH', '6okmH']"	"['5e94B', '5e94D']"	-0.8892357858392772	0.0	-0.7054376744251375	0.0	69.7560975609756	TRUE	"60-70"
6okmH	5ockH	50.67	"['6ogxH', '6okmH']"	"['5ocyH', '5ocxH']"	-0.9188479227588487	0.0	-0.7431973253224723	0.0	54.54545454545454	TRUE	"50-60"
6okmH	6anpH	65.64	"['6ogxH', '6okmH']"	"['6anpB', '6ao0H']"	0.3348701587128871	0.0	0.284315786118308	0.0	70.96774193548387	TRUE	"60-70"
6okmH	2dd8L	30.32	"['6ogxH', '6okmH']"	"['2g75D', '2dd8L']"	0.8011374391384487	0.0	0.6457969799975819	0.0	33.50515463917525	TRUE	"30-40"
6okmH	1uj3A	28.89	"['6ogxH', '6okmH']"	"['5ob5L', '1pg7L']"	-0.8364533971264912	0.0	-0.6601438092353599	0.0	33.1578947368421	TRUE	"20-30"
6okmH	6meiH	82.33	"['6ogxH', '6okmH']"	"['6meiH', '6medC']"	-0.9338121301746403	0.0	-0.7826451405291672	0.0	86.82926829268293	TRUE	"80-90"
6okmH	5lspL	30.36	"['6ogxH', '6okmH']"	"['5lspT', '5lspL']"	-0.7983296181537056	0.0	-0.6261426668235489	0.0	33.6734693877551	TRUE	"30-40"
6okmH	1cicD	56.82	"['6ogxH', '6okmH']"	"['1fdlH', '1cicD']"	-0.9148711689036974	0.0	-0.7235593905912071	0.0	60.29411764705882	TRUE	"50-60"
6okmH	3macL	33.18	"['6ogxH', '6okmH']"	"['3ma9L', '4khxL']"	0.6894543742348865	0.0	0.5605121606797089	0.0	38.095238095238095	TRUE	"30-40"
6okmH	6db5H	85.34	"['6ogxH', '6okmH']"	"['6db5I', '6db5H']"	-0.9524538672088539	0.0	-0.7704307687537504	0.0	89.32038834951457	TRUE	"80-90"
6okmH	3so3B	31.72	"['6ogxH', '6okmH']"	"['4dn4L', '3f12C']"	-0.4865262897208257	0.0	-0.3389997471942375	0.0	35.8974358974359	TRUE	"30-40"
6okmH	4mxvF	76.71	"['6ogxH', '6okmH']"	"['4mxwW', '4mxvY']"	0.9500128644746044	0.0	0.773711257464027	0.0	80.09708737864078	TRUE	"70-80"
6okmH	4r96H	85.39	"['6ogxH', '6okmH']"	"['4r96B', '4r96F']"	0.9685714853291855	0.0	0.8240234680599241	0.0	86.89320388349515	TRUE	"80-90"
6okmH	6d9gA	64.41	"['6ogxH', '6okmH']"	"['6d9gA', '6d9gC']"	0.8826974073237384	0.0	0.6503638660937032	0.0	68.78048780487805	TRUE	"60-70"
6okmH	4gsdH	71.81	"['6ogxH', '6okmH']"	"['4xnqH', '4gsdH']"	-0.9097218719892841	0.0	-0.7224541785661642	0.0	74.14634146341463	TRUE	"70-80"
6okmH	3eoaH	76.82	"['6ogxH', '6okmH']"	"['3eobH', '3eo9H']"	0.932543967607252	0.0	0.7398863605633217	0.0	78.43137254901961	TRUE	"70-80"
6okmH	6ca7H	69.75	"['6ogxH', '6okmH']"	"['6ca9D', '6ca7H']"	0.20624850891775626	0.0	0.177876718386188	1.2025756790736406e-298	75.24271844660194	TRUE	"60-70"
6okmH	6glwH	75.65	"['6ogxH', '6okmH']"	"['6glwH', '6glwC']"	0.9497029744658363	0.0	0.7827677690384157	0.0	77.66990291262135	TRUE	"70-80"
6okmH	5vh4H	73.45	"['6ogxH', '6okmH']"	"['6ugvA', '6uguH']"	0.9414391045563498	0.0	0.739883648286655	0.0	73.7864077669903	TRUE	"70-80"
6okmH	5az2H	63.35	"['6ogxH', '6okmH']"	"['5az2H', '5e8dH']"	0.9026521344520088	0.0	0.7188634460835822	0.0	66.82926829268293	TRUE	"60-70"
6okmH	5gkrB	30.77	"['6ogxH', '6okmH']"	"['5gkrB', '6p9iD']"	0.892683993939524	0.0	0.6738920534941117	0.0	33.84615384615385	TRUE	"30-40"
6okmH	6wj1H	66.52	"['6ogxH', '6okmH']"	"['6wj1G', '6wj1H']"	-0.9454454693574611	0.0	-0.7630021615188983	0.0	69.41747572815534	TRUE	"60-70"
6okmH	4s1rH	71.49	"['6ogxH', '6okmH']"	"['4s1rH', '4xnyH']"	0.6166667671087859	0.0	0.4973712109211996	0.0	76.69902912621359	TRUE	"70-80"
6okmH	4kxzH	80.73	"['6ogxH', '6okmH']"	"['3eo1B', '4kxzH']"	-0.9295811296882851	0.0	-0.7523529234778514	0.0	83.98058252427184	TRUE	"80-90"
6okmH	3g6dH	75.98	"['6ogxH', '6okmH']"	"['3g6aH', '3g6dH']"	-0.9368821255244829	0.0	-0.7457112281046435	0.0	77.66990291262135	TRUE	"70-80"
6okmH	6pzhA	33.18	"['6ogxH', '6okmH']"	"['5kjrL', '6pzhA']"	-0.8694971202500216	0.0	-0.6664674906777928	0.0	35.751295336787564	TRUE	"30-40"
6okmH	6nisL	32.88	"['6ogxH', '6okmH']"	"['6nipB', '6nisL']"	0.8940566806949113	0.0	0.7183523693379181	0.0	35.8974358974359	TRUE	"30-40"
6okmH	1um4L	31.0	"['6ogxH', '6okmH']"	"['1aj7L', '2rcsL']"	-0.8117191333636865	0.0	-0.6481093770017979	0.0	34.375	TRUE	"30-40"
6okmH	5bk2C	75.97	"['6ogxH', '6okmH']"	"['4xgzG', '4rrpG']"	0.8812089588129124	0.0	0.7071534684302709	0.0	78.53658536585367	TRUE	"70-80"
6okmH	6c6xE	67.27	"['6ogxH', '6okmH']"	"['6c6xC', '6c6yH']"	0.9195576848156303	0.0	0.7548746397342238	0.0	68.78048780487805	TRUE	"60-70"
6okmH	1s78D	78.76	"['6ogxH', '6okmH']"	"['4llwA', '1s78F']"	0.9000736697176497	0.0	0.7435057957819938	0.0	78.53658536585367	TRUE	"70-80"
6okmH	3b2uN	71.43	"['6ogxH', '6okmH']"	"['6b3sF', '3b2vH']"	-0.9488006170148665	0.0	-0.7798865397044301	0.0	73.65853658536585	TRUE	"70-80"
6okmH	3nz8A	64.55	"['6ogxH', '6okmH']"	"['3nz8H', '3nz8A']"	-0.9235234636545495	0.0	-0.7526613754600476	0.0	68.78048780487805	TRUE	"60-70"
6okmH	5w4lH	76.55	"['6ogxH', '6okmH']"	"['3tnnE', '5w4lH']"	0.9431864396736935	0.0	0.7257053583739135	0.0	76.35467980295566	TRUE	"70-80"
6okmH	1za3B	75.42	"['6ogxH', '6okmH']"	"['1za3B', '1za3H']"	0.9611974398459266	0.0	0.802159677995209	0.0	79.12621359223301	TRUE	"70-80"
6okmH	6p3sA	71.3	"['6ogxH', '6okmH']"	"['6p3sM', '6p3sI']"	-0.9437205285765377	0.0	-0.7614598198721088	0.0	74.5	TRUE	"70-80"
6okmH	6ofiH	85.65	"['6ogxH', '6okmH']"	"['6oedC', '6ofiH']"	-0.91061723042628	0.0	-0.7499456349375796	0.0	88.78048780487805	TRUE	"80-90"
6okmH	2f58H	53.04	"['6ogxH', '6okmH']"	"['3f58H', '1f58H']"	0.908709933643804	0.0	0.7447692686010936	0.0	58.82352941176471	TRUE	"50-60"
6okmH	6cbjL	31.22	"['6ogxH', '6okmH']"	"['6cbjL', '5tplL']"	-0.795046692896296	0.0	-0.6118418447277524	0.0	34.35897435897436	TRUE	"30-40"
6okmH	6rcvC	80.0	"['6ogxH', '6okmH']"	"['6rcvH', '6rcqA']"	0.9233842363422254	0.0	0.766070040681051	0.0	83.90243902439025	TRUE	"80-90"
6okmH	7bwjL	31.22	"['6ogxH', '6okmH']"	"['6txzL', '6txzM']"	-0.9022715430230952	0.0	-0.7088981625473999	0.0	35.869565217391305	TRUE	"30-40"
6okmH	3l95B	78.76	"['6ogxH', '6okmH']"	"['3l95B', '3l95H']"	-0.9574586762282489	0.0	-0.8077242224666425	0.0	79.12621359223301	TRUE	"70-80"
6okmH	6jepL	32.27	"['6ogxH', '6okmH']"	"['6jepL', '6mejB']"	-0.8900018621484113	0.0	-0.746934604479158	0.0	35.8974358974359	TRUE	"30-40"
6okmH	3s62H	67.13	"['6ogxH', '6okmH']"	"['1z3gH', '3s62H']"	0.8944637489498097	0.0	0.7270222258875224	0.0	70.09803921568627	TRUE	"60-70"
6okmH	1bbdH	61.19	"['6ogxH', '6okmH']"	"['1a3rH', '1bbdH']"	-0.8600018735938628	0.0	-0.6757439354675675	0.0	63.90243902439025	TRUE	"60-70"
6okmH	5w1gH	70.35	"['6ogxH', '6okmH']"	"['5w1mF', '5w1gH']"	-0.9453661076155264	0.0	-0.7331720938746353	0.0	74.27184466019418	TRUE	"70-80"
6okmH	3h0tA	31.51	"['6ogxH', '6okmH']"	"['5utzC', '4hqqL']"	0.8995667707928533	0.0	0.6546566031946137	0.0	35.204081632653065	TRUE	"30-40"
6okmH	6bjzH	86.22	"['6ogxH', '6okmH']"	"['1i9rH', '6bjzH']"	-0.9414197329230316	0.0	-0.779920783010862	0.0	87.37864077669903	TRUE	"80-90"
6okmH	3qg6B	54.88	"['6ogxH', '6okmH']"	"['3qg6H', '3qg7H']"	-0.9279851366780597	0.0	-0.7360960189240658	0.0	57.14285714285714	TRUE	"50-60"
6okmH	6umjH	71.91	"['6ogxH', '6okmH']"	"['6umhh', '6umjH']"	-0.8352856533516122	0.0	-0.6895930398564107	0.0	76.69902912621359	TRUE	"70-80"
6okmH	5m6aA	32.13	"['6ogxH', '6okmH']"	"['5m6aA', '5m6aC']"	0.8879370689183091	0.0	0.7262500357547185	0.0	35.051546391752574	TRUE	"30-40"
6okmH	5xhvL	29.26	"['6ogxH', '6okmH']"	"['5xhvQ', '5xhvL']"	-0.7569117293937226	0.0	-0.588979341291987	0.0	34.031413612565444	TRUE	"20-30"
